"Sp","Ploidy","Pop","ID","All","SpPloidy","Name","Lat","Long","PopPloidy","PC1","PC2","PC3","PC4","PC5","A1","A2","A3","ESS1","ESS2","ESS3","Rhat1","Rhat2","Rhat3"
"CD",2,"IP",10,"CD2_IP_10","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-17.8454445321015,-25.9868201283137,-28.148622737646,25.0229267559466,-59.0831474627864,0.236054,0.543469,0.220477,1489.54,1461.74,1333.91,1.001,1.001,1.002
"CD",2,"IP",11,"CD2_IP_11","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-21.8926543703125,-26.5761622422587,-28.7993877524315,30.3369362882029,-71.9562281718964,0.21381,0.566439,0.219751,1993.55,1420.55,1398.26,1.001,1.002,1.001
"CD",2,"IP",12,"CD2_IP_12","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-23.6701698843838,-29.2135316100659,-25.1816382664686,24.7532571921185,-53.2814793626671,0.182597,0.547549,0.269854,1186.75,1213.09,1170.16,1,1,1
"CD",2,"IP",1,"CD2_IP_1","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-22.1553410588933,-27.6849412145181,-30.1264129203894,28.8732358382266,-67.6524633108728,0.182515,0.574369,0.243116,1619.79,1255.12,1530.39,1.001,1.001,1.002
"CD",2,"IP",2,"CD2_IP_2","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-21.2489519906623,-22.8937720790789,-31.8065384277488,30.1645788316478,-78.3485189969205,0.196655,0.598083,0.205261,2176.79,1679.24,1427.28,1,1.001,1.001
"CD",2,"IP",3,"CD2_IP_3","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-22.2496900843263,-28.7213482753402,-28.3542576702751,26.063911497787,-64.9190368477564,0.185779,0.569879,0.244342,1350.5,1318.22,1432.13,1.003,1.003,1.001
"CD",2,"IP",4,"CD2_IP_4","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-20.3630768783262,-26.8043426824042,-29.4030251642998,31.7391869390287,-77.1023310995267,0.212743,0.568944,0.218313,1920.24,1911.27,1696.57,1,1.001,1
"CD",2,"IP",5,"CD2_IP_5","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-22.3735640612539,-28.2674502145404,-29.6161881836132,30.1559370167423,-72.5375038408969,0.184737,0.583904,0.231359,1585.94,1691.94,1567.17,1.001,1,1
"CD",2,"IP",6,"CD2_IP_6","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-21.2874633853423,-28.2204682480416,-27.3431702318475,31.7764339067078,-74.0539823819528,0.214984,0.552454,0.232561,2086.99,1739.19,1898.65,1.001,1.001,1
"CD",2,"IP",7,"CD2_IP_7","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-21.2574141910342,-28.0488786785644,-30.8518345616329,31.1195857987153,-73.4580725780543,0.195287,0.572885,0.231828,1711.28,1303.12,1332.82,1,1.002,1.003
"CD",2,"IP",8,"CD2_IP_8","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-20.2946230959317,-30.002573884149,-29.7219277511968,31.8790985162208,-74.9727828329869,0.210686,0.555888,0.233426,2044.15,1513.73,1558.02,1.001,1,1
"CD",2,"IP",9,"CD2_IP_9","CD2","Ingham Pass",41.67255,-113.74295,"IP2",-22.473485548147,-27.1845014152835,-29.2794039312125,29.7577800080511,-69.4907293629292,0.202858,0.558356,0.238786,2060.25,1921.56,1594.34,1.002,1.003,1.001
"CD",2,"LA",10,"CD2_LA_10","CD2","Lake Valley",38.29264,-114.51919,"LA2",-20.9067679226784,12.618837001699,23.9831518763444,5.33053666847382,10.1169820784465,0.255819,0.614785,0.129396,3182.73,2864.88,2032.32,1.001,1.001,1.001
"CD",2,"LA",11,"CD2_LA_11","CD2","Lake Valley",38.29264,-114.51919,"LA2",-68.6132682263015,44.101988002271,33.9173293690232,6.19883447216254,-1.87577047416548,0.000544,0.969324,0.030133,1199.06,767.47,768.61,1.004,1.001,1.001
"CD",2,"LA",1,"CD2_LA_1","CD2","Lake Valley",38.29264,-114.51919,"LA2",-67.8699116921569,45.2538872899325,32.5644777065471,6.06602178928539,-1.48424908534876,0.000548,0.961322,0.03813,1223.57,821.14,811.76,1.002,1,1
"CD",2,"LA",2,"CD2_LA_2","CD2","Lake Valley",38.29264,-114.51919,"LA2",-65.8238688670601,43.3342593777462,29.2681600833016,6.2974984821135,-2.67356542351196,0.000698,0.960067,0.039235,852.4,735.65,725.53,1.002,1.004,1.003
"CD",2,"LA",3,"CD2_LA_3","CD2","Lake Valley",38.29264,-114.51919,"LA2",-68.1551068612153,40.2771490216379,33.4893933909427,4.99732953552419,-1.3394598287436,0.000519,0.936355,0.063126,1182.99,909.95,909.01,1.001,1.002,1.001
"CD",2,"LA",6,"CD2_LA_6","CD2","Lake Valley",38.29264,-114.51919,"LA2",-68.8024179620115,45.3298925190299,32.3723563910118,6.75891589519038,-0.655892277499553,0.000488,0.953443,0.046069,1169.58,843.4,785.75,1.002,1.006,1.006
"CD",2,"LA",7,"CD2_LA_7","CD2","Lake Valley",38.29264,-114.51919,"LA2",-69.0686974474522,44.0264228411319,33.568440392771,4.70799332766486,-0.891440398554207,0.002083,0.943943,0.053974,469.13,937,986.93,1.005,1.003,1.003
"CD",2,"LA",8,"CD2_LA_8","CD2","Lake Valley",38.29264,-114.51919,"LA2",-67.9323371318629,46.1383729385931,31.1001324085373,7.86392569736941,-0.373162227650787,0.000742,0.95261,0.046648,805.8,704.11,716.15,1.002,1.002,1.003
"CD",2,"LS",10,"CD2_LS_10","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",57.4562979763169,-10.3398859223726,11.3663516638117,9.03954246876142,3.23869360785423,0.755523,0.181655,0.062821,1740.67,1289.95,965.59,1.001,1,1
"CD",2,"LS",11,"CD2_LS_11","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",96.1469102235598,-6.76563728828479,24.0417003461455,2.33841109139484,25.8995203220475,0.998002,0.001589,0.000409,667.42,652.51,1730.99,1.004,1.004,1
"CD",2,"LS",12,"CD2_LS_12","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",94.9308483776529,-7.4490663254806,24.4158611661079,2.21346254749898,24.0489170213269,0.996595,0.000976,0.002429,501.69,520.22,504.01,1.002,1.005,1.001
"CD",2,"LS",1,"CD2_LS_1","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",98.9486589054407,-6.27049093119625,25.2882051721879,1.92777840889299,27.480680379274,0.999174,0.000488,0.000338,1430.89,1456.8,1912.28,1.001,1.001,1.001
"CD",2,"LS",2,"CD2_LS_2","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",97.8327116323821,-6.74855209066414,24.7660207799342,2.03925544475998,22.1145449357696,0.99907,0.000516,0.000414,1299.89,1236.4,1289.51,1.002,1.001,1
"CD",2,"LS",3,"CD2_LS_3","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",98.753786437595,-7.5638433282345,25.3495079276864,3.09251188168272,26.7889415622069,0.999064,0.000497,0.000439,1139.67,1222.25,1234.36,1.002,1.001,1.003
"CD",2,"LS",4,"CD2_LS_4","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",96.4698559401996,-6.44136019211096,22.6999749150913,2.62234648839379,20.8249019003387,0.998925,0.000668,0.000407,1059.55,876.42,1447.01,1,1,1.003
"CD",2,"LS",5,"CD2_LS_5","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",101.905669655295,-7.44245380231708,27.4260891621984,2.20675116833003,31.1046345159201,0.999126,0.000571,0.000303,1118.25,998.62,1945.98,1.003,1.002,1.001
"CD",2,"LS",6,"CD2_LS_6","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",96.1867214457026,-6.63171723259999,24.1728239602363,2.2701210803111,22.5754603900803,0.984467,0.014972,0.000561,596.92,594.75,1006.97,1.001,1.001,1.001
"CD",2,"LS",7,"CD2_LS_7","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",78.7548337400196,-7.71970007630195,13.4463159243807,1.16029384841717,23.6968236921055,0.868696,0.08637,0.044934,1736.43,1300.86,1283.58,1.002,1.002,1
"CD",2,"LS",8,"CD2_LS_8","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",101.124864453213,-6.79413079298142,26.2000807068558,2.04677289504133,27.8591486339225,0.99931,0.000418,0.000272,1328.36,1160.26,2040.08,1,1,1.001
"CD",2,"LS",9,"CD2_LS_9","CD2","Lowman Summer Home Road",44.08559,-115.62701,"LS2",97.7656767211252,-6.76572879583795,23.236186923583,2.12105669538399,23.8265118129331,0.999196,0.000492,0.000311,1258.49,1075.38,1759.52,1,1.001,1
"CD",2,"MM",10,"CD2_MM_10","CD2","Mono Mills",37.9075,-118.95347,"MM2",-77.1480959879484,75.2588767382036,57.898106631449,36.9145484911119,5.61926258597929,0.000199,0.999458,0.000342,2570.71,2063.24,1800.34,1.001,1,1
"CD",2,"MM",11,"CD2_MM_11","CD2","Mono Mills",37.9075,-118.95347,"MM2",-76.2228017490751,72.3362713030057,57.5175886167698,37.4454403049465,5.62998325272848,0.000304,0.998771,0.000925,1707.64,740.63,683.8,1.001,1.001,1.001
"CD",2,"MM",12,"CD2_MM_12","CD2","Mono Mills",37.9075,-118.95347,"MM2",-75.8338746911303,73.3119013849516,57.1624196718252,37.7593818285936,4.32824381991688,0.000263,0.999462,0.000275,2256.2,2028.38,2008.75,1.003,1,1.002
"CD",2,"MM",1,"CD2_MM_1","CD2","Mono Mills",37.9075,-118.95347,"MM2",-30.0464986526896,40.7662392032788,37.5569570763628,18.9779905226697,3.30129846325069,0.221319,0.746374,0.032308,2360.99,2019.81,921.02,1,1,1.001
"CD",2,"MM",2,"CD2_MM_2","CD2","Mono Mills",37.9075,-118.95347,"MM2",-77.8248407490949,76.0512468300964,59.8754139465864,40.1590831216753,5.3229491218586,0.000168,0.999554,0.000277,2819.03,2135.55,1980.33,1,1.001,1.001
"CD",2,"MM",3,"CD2_MM_3","CD2","Mono Mills",37.9075,-118.95347,"MM2",-75.0124334789745,71.4620979268344,53.9456441070489,34.817691333952,6.31286764459822,0.000453,0.999096,0.000452,1127.94,1037.55,1163.21,1,1.001,1.003
"CD",2,"MM",4,"CD2_MM_4","CD2","Mono Mills",37.9075,-118.95347,"MM2",-75.6231332456489,68.066427210828,52.6366570563859,33.4570126927218,3.83086060754059,0.000371,0.998913,0.000716,1562.71,727.21,686.27,1,1,1.001
"CD",2,"MM",5,"CD2_MM_5","CD2","Mono Mills",37.9075,-118.95347,"MM2",-75.8265584373919,72.5553307522855,59.0534857462812,37.7652447231749,5.81185433346039,0.00056,0.999081,0.000359,1206.97,1214.04,1217.51,1,1,1
"CD",2,"MM",6,"CD2_MM_6","CD2","Mono Mills",37.9075,-118.95347,"MM2",-75.3374874404684,72.3224138010653,56.1329096080971,36.238041201567,4.98561009359855,0.000264,0.999374,0.000363,2551.73,1704.09,1400.21,1.001,1.001,1.001
"CD",2,"MM",7,"CD2_MM_7","CD2","Mono Mills",37.9075,-118.95347,"MM2",-76.2929808866001,71.4482425590656,55.0251852117817,34.7982544530735,5.70687791819662,0.000532,0.998961,0.000507,1128.37,1153.23,1294.25,1.001,1,1.002
"CD",2,"MM",8,"CD2_MM_8","CD2","Mono Mills",37.9075,-118.95347,"MM2",-70.4807675455405,68.6008844391316,53.2864044738386,35.6653232246244,4.40634581076349,0.00744,0.990963,0.001597,489.7,447.21,434.99,1.002,1,1.004
"CD",2,"MM",9,"CD2_MM_9","CD2","Mono Mills",37.9075,-118.95347,"MM2",-75.4899962513155,71.3978569934782,56.9830539252331,37.3341771481773,5.86844031764968,3e-04,0.999195,0.000506,1539.53,1260.9,1219.86,1,1,1
"CD",2,"PM",10,"CD2_PM_10","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",83.7190976065464,-2.90399658316565,10.7702902858871,1.286294050344,-28.2748967891891,0.996987,0.002506,0.000507,368.81,316.25,1237.52,1.006,1.006,1.001
"CD",2,"PM",11,"CD2_PM_11","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",83.3363021463671,-2.90752086809984,10.4549001704056,0.102681739906222,-23.761665169859,0.978939,0.020396,0.000665,400.12,428.93,904.53,1.009,1.011,1.006
"CD",2,"PM",12,"CD2_PM_12","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",82.1733656080496,-3.21756484454485,9.80571953420247,1.01383760177391,-32.4027861984913,0.976184,0.022895,0.000921,791.78,774.72,884.6,1.002,1.002,1
"CD",2,"PM",1,"CD2_PM_1","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",86.7510452388727,-4.25148093203746,12.2461247782252,0.83899442055975,-24.0643646471713,0.997738,0.00193,0.000331,426.44,410.02,1573.38,1.002,1.002,1
"CD",2,"PM",2,"CD2_PM_2","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",86.0173099496497,-4.18202849972187,12.2398330339787,0.0236609084723534,-28.0122825309248,0.99881,0.000774,0.000416,924.58,778.7,1326.51,1.003,1.004,1
"CD",2,"PM",3,"CD2_PM_3","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",85.2218644868997,-3.55909654323232,11.3293130349886,0.575005954880095,-21.7139274287586,0.995387,0.004175,0.000438,264.23,267.28,1023.49,1.004,1.004,1
"CD",2,"PM",4,"CD2_PM_4","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",85.3216272659221,-3.86326232211654,11.7223388513745,0.817801844729572,-23.9196104819515,0.996746,0.00263,0.000624,323.4,304.21,847.76,1.003,1.005,1.004
"CD",2,"PM",5,"CD2_PM_5","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",84.9921394719896,-3.48572294205284,11.2802742951607,0.784465473243385,-33.5746925139651,0.990213,0.009423,0.000363,345.75,335.88,1375.4,1,1,1.004
"CD",2,"PM",6,"CD2_PM_6","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",85.3748561526817,-3.22911905672312,12.6957822886811,0.436948895458152,-28.796314253577,0.996086,0.003574,0.00034,420.42,406.61,1671.18,1.005,1.005,1.002
"CD",2,"PM",7,"CD2_PM_7","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",84.2699968343805,-4.45454117108931,10.6008005970585,0.820261612070023,-23.8576573074974,0.998314,0.001215,0.000471,577.7,514.08,1147.93,1.007,1.004,1.004
"CD",2,"PM",8,"CD2_PM_8","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",84.9124043803418,-4.14161322034927,11.383063127174,1.38371463902102,-19.3210228861813,0.992078,0.007364,0.000558,183.87,180.52,1073.35,1.007,1.008,1.002
"CD",2,"PM",9,"CD2_PM_9","CD2","Pomeroy Rd",46.1748,-117.5381,"PM2",84.2395735761593,-3.81754106356802,11.2902032870332,0.116911176629704,-28.4089983843068,0.992467,0.006882,0.000651,247.17,229.98,1036.55,1.006,1.006,1.001
"CD",2,"RC",10,"CD2_RC_10","CD2","Rush Creek",37.94942,-119.05962,"RC2",-75.6920883052794,70.7884370890845,54.7009487841147,34.7264040794447,4.87390039078549,0.000314,0.99923,0.000456,1717.78,1514.89,1467.98,1,1.003,1.004
"CD",2,"RC",11,"CD2_RC_11","CD2","Rush Creek",37.94942,-119.05962,"RC2",-75.1152781815066,67.7756251313428,50.4645560723045,31.5243812707864,4.75185320655282,0.000547,0.998597,0.000856,1343.12,797.23,691.07,1.003,1.005,1.005
"CD",2,"RC",12,"CD2_RC_12","CD2","Rush Creek",37.94942,-119.05962,"RC2",-77.3261613095023,76.1772696804317,61.5717720304405,40.0457581364039,5.10125309245968,2e-04,0.999543,0.000257,2741.82,2209.02,2097.27,1.001,1,1
"CD",2,"RC",1,"CD2_RC_1","CD2","Rush Creek",37.94942,-119.05962,"RC2",-75.8875018468292,70.8034624752612,53.6033531700585,34.3917363305557,4.76205744110686,0.000286,0.999281,0.000433,1815.53,1464.93,1378.26,1,1.001,1
"CD",2,"RC",2,"CD2_RC_2","CD2","Rush Creek",37.94942,-119.05962,"RC2",-78.9567340912269,81.0531145503074,66.7168898629667,44.1453287703373,6.07306574578195,0.000188,0.999582,0.000231,2443.46,2507.81,2360.44,1,1,1
"CD",2,"RC",3,"CD2_RC_3","CD2","Rush Creek",37.94942,-119.05962,"RC2",-73.9152999798484,70.1035600311457,55.0652556533102,34.6344657875011,5.04144397593306,0.00041,0.999188,0.000401,1261.92,1228.34,1295.36,1.002,1.002,1.001
"CD",2,"RC",4,"CD2_RC_4","CD2","Rush Creek",37.94942,-119.05962,"RC2",-76.3776525873743,76.1874544704533,60.9871473357246,39.8260670456655,5.60949071777647,0.000221,0.99953,0.000248,2520.8,2389.89,2335.95,1,1.001,1.001
"CD",2,"RC",5,"CD2_RC_5","CD2","Rush Creek",37.94942,-119.05962,"RC2",-80.1746597349094,80.9005700549782,67.0034153978242,43.8835927303294,6.05330094194374,0.000152,0.99962,0.000228,3319.28,2441.74,2187.94,1,1,1
"CD",2,"RC",6,"CD2_RC_6","CD2","Rush Creek",37.94942,-119.05962,"RC2",-75.7830899473755,73.186078556998,57.3758846681936,37.5974425031929,5.24059717083826,0.000245,0.9994,0.000355,2304.47,1729.5,1666.04,1,1.001,1
"CD",2,"RC",7,"CD2_RC_7","CD2","Rush Creek",37.94942,-119.05962,"RC2",-76.9431928564145,74.7523211059427,59.7867565904955,39.1791855305314,6.33593495449662,0.000217,0.99943,0.000354,2386.26,1928.79,1711.23,1,1,1.001
"CD",2,"RC",8,"CD2_RC_8","CD2","Rush Creek",37.94942,-119.05962,"RC2",-76.0793311450816,72.6717843357387,57.7768940808357,37.7526733662557,5.7314323710165,0.000254,0.999337,0.000409,2175.63,1387.95,1232.83,1.001,1,1
"CD",2,"RC",9,"CD2_RC_9","CD2","Rush Creek",37.94942,-119.05962,"RC2",-79.0195790865221,77.6373436045174,61.0254851379137,40.8964149308523,6.07760126325601,0.000197,0.999548,0.000256,3006.65,2728.77,2455.58,1,1.001,1.001
"CD",2,"SA",10,"CD2_SA_10","CD2","South Alkali",44.02841,-117.1935,"SA2",93.2819547649215,-2.82506212247458,16.6216932978989,-1.24962532070881,10.2075760650494,0.995649,0.004134,0.000217,295.11,294.5,2742.32,1.014,1.014,1.001
"CD",2,"SA",11,"CD2_SA_11","CD2","South Alkali",44.02841,-117.1935,"SA2",56.8680104952455,-30.2385135708216,7.88840321621193,11.521102998037,19.1595168440833,0.746747,0.05198,0.201273,2741.56,1173.94,2626.68,1.002,1.001,1
"CD",2,"SA",12,"CD2_SA_12","CD2","South Alkali",44.02841,-117.1935,"SA2",40.8001459299193,-20.2451880958856,-1.13334392012815,3.81808565717988,17.8117264196786,0.627537,0.194832,0.177631,2454.71,1892.26,2300.39,1,1.001,1.001
"CD",2,"SA",1,"CD2_SA_1","CD2","South Alkali",44.02841,-117.1935,"SA2",96.6754844251845,-4.56122156275167,17.8722222829696,-1.22009895423361,9.72412762233025,0.99629,0.003512,0.000198,382.22,377.31,3156.03,1.001,1.001,1
"CD",2,"SA",2,"CD2_SA_2","CD2","South Alkali",44.02841,-117.1935,"SA2",97.7731931255898,-4.62608349605542,17.832692132239,-0.310391389653138,10.3388149462007,0.998521,0.001273,0.000206,614.85,595.03,2793.11,1.004,1.004,1.001
"CD",2,"SA",3,"CD2_SA_3","CD2","South Alkali",44.02841,-117.1935,"SA2",95.6413223932554,-4.81244908970967,17.1625424689601,0.119510961690451,9.62157220374215,0.994052,0.005676,0.000272,361.38,358.88,1932.1,1.008,1.008,1
"CD",2,"SA",4,"CD2_SA_4","CD2","South Alkali",44.02841,-117.1935,"SA2",95.3828470108338,-4.33147542859717,16.9078176288307,0.0634108142968667,10.2117753432969,0.989809,0.009995,0.000196,454.3,452.56,2863.34,1.007,1.006,1.001
"CD",2,"SA",6,"CD2_SA_6","CD2","South Alkali",44.02841,-117.1935,"SA2",94.3396948702634,-3.99479890250207,16.5639766692491,-1.04625616757467,10.6912547880953,0.992898,0.006835,0.000267,312.82,315.59,1830.83,1.009,1.009,1.001
"CD",2,"SA",7,"CD2_SA_7","CD2","South Alkali",44.02841,-117.1935,"SA2",95.3098811468632,-4.2704278035596,18.140826893092,-0.920136142289074,11.6080952962138,0.984364,0.015352,0.000284,714.51,725.7,2180.92,1.003,1.003,1
"CD",2,"SA",8,"CD2_SA_8","CD2","South Alkali",44.02841,-117.1935,"SA2",97.8461898054052,-4.59329754816977,17.4040491370852,-1.55536308816985,11.312294567043,0.998384,0.001392,0.000224,539.47,518.15,2395.69,1.007,1.007,1
"CD",2,"SA",9,"CD2_SA_9","CD2","South Alkali",44.02841,-117.1935,"SA2",83.4578172780296,2.01594333190543,17.4281818924615,1.91650037361157,11.4019360422548,0.891327,0.10843,0.000244,2382.25,2377.18,1957.47,1.001,1.001,1.002
"CD",2,"SB",10,"CD2_SB_10","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",96.6313440798433,-6.11265779704435,22.2572694776842,2.18550130592185,20.6816767165729,0.998812,0.00083,0.000358,806.15,764.8,1527.97,1.003,1.003,1.001
"CD",2,"SB",12,"CD2_SB_12","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",98.0486848559247,-6.57467382254691,23.3616097299484,2.13731553529411,24.2087512317382,0.99926,0.000445,0.000295,1390.04,1145.2,1986.2,1,1,1.001
"CD",2,"SB",1,"CD2_SB_1","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",97.7630694216002,-7.39938299064657,24.1696187809984,2.58827567591382,24.8213805305072,0.99912,0.000534,0.000346,1258.01,1215.98,1786.54,1.001,1.002,1
"CD",2,"SB",2,"CD2_SB_2","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",97.4406652315925,-7.02128801731414,24.0504725678425,2.18233154579121,23.407795930442,0.998796,0.000809,0.000395,801.42,800.02,1331.18,1.003,1.006,1.002
"CD",2,"SB",3,"CD2_SB_3","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",99.1468152813289,-7.39257617250112,25.6257702452975,2.02881888254103,26.3400412592053,0.998745,0.00082,0.000435,900.87,805.8,1206.36,1,1,1.003
"CD",2,"SB",4,"CD2_SB_4","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",87.1893806657073,-9.56132416943654,19.3050880745766,3.47649402440778,27.6657370158876,0.936859,0.036408,0.026733,1452.88,1098.44,920.17,1.001,1.001,1.002
"CD",2,"SB",5,"CD2_SB_5","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",94.2723525284083,-6.50988768399095,21.3142692496187,2.12023653911606,19.5751312496181,0.995359,0.000757,0.003884,445.17,807.79,407.26,1.003,1,1.004
"CD",2,"SB",7,"CD2_SB_7","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",99.5549659179876,-7.55928388001723,26.9588746773534,3.31567438995321,28.62681340318,0.997857,0.000749,0.001394,714.69,946.24,753.85,1.003,1.005,1.003
"CD",2,"SB",8,"CD2_SB_8","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",96.5353771326779,-6.55330399695184,22.1323588543783,1.92577288049201,21.0747123759605,0.999102,0.000542,0.000355,1258.62,983.86,1584.2,1.003,1.004,1
"CD",2,"SB",9,"CD2_SB_9","CD2","Stibnite Road MP7",44.9599,-115.38978,"SB2",88.7409728035937,-5.10260517072315,18.0689281209808,-0.873471708267017,22.4046900142046,0.936286,0.056813,0.006901,1279.97,1250.53,484.87,1.003,1.001,1.006
"CD",2,"UD",10,"CD2_UD_10","CD2","Upper Darling",44.63657,-114.27219,"UD2",96.3187448679093,-7.80233852040477,23.9796796856697,1.36029251572108,24.8080147140835,0.998772,0.000498,0.00073,905.97,1019.56,833.48,1.003,1,1.003
"CD",2,"UD",11,"CD2_UD_11","CD2","Upper Darling",44.63657,-114.27219,"UD2",97.0226578913424,-6.15101365757971,22.9155065421517,1.81808743501273,18.7385556890608,0.999179,0.00054,0.000281,1125.64,981.88,2092.3,1.002,1.001,1.002
