"Sp","Ploidy","Pop","ID","All","SpPloidy","Name","Lat","Long","PopPloidy","PC1","PC2","PC3","PC4","PC5"
"CD",4,"CT",11,"CD4_CT_11","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-9.32131698403257,46.5149438003061,-67.4447663528325,-45.3770827672057,15.340278739695
"CD",4,"CT",12,"CD4_CT_12","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-13.802987401015,46.2331263854683,-63.6578509040837,-40.7540882699346,14.1265601567987
"CD",4,"CT",1,"CD4_CT_1","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-16.0422218707948,45.3386584378964,-65.4681574312888,-41.092548650447,14.1594334169953
"CD",4,"CT",2,"CD4_CT_2","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.9535723804245,42.7898086378051,-59.6668214546089,-40.2003754255479,14.0807991197211
"CD",4,"CT",3,"CD4_CT_3","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-10.9770355883755,35.84728305377,-47.3755402530434,-29.9583856984927,8.49748704070035
"CD",4,"CT",4,"CD4_CT_4","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.7397138716983,44.9571003053342,-65.4374379701488,-43.2514807142186,12.3768724945666
"CD",4,"CT",5,"CD4_CT_5","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.84159761845,44.7550550774851,-63.3418909449591,-41.5346539589517,13.5451208838071
"CD",4,"CT",6,"CD4_CT_6","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-6.534823099945,46.0997566653876,-66.0157618615265,-43.8645602383568,16.4464930468576
"CD",4,"CT",7,"CD4_CT_7","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-5.36618239106327,40.9639548604014,-60.7336623183562,-40.2859211488711,16.3479212017903
"CD",4,"CT",8,"CD4_CT_8","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.0536504120093,41.9572123888515,-60.2022479241683,-39.9276198492385,13.04030998877
"CD",4,"CT",9,"CD4_CT_9","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-14.8249530551221,45.4841545669959,-67.4458255599212,-43.2917591135737,13.8860834859897
"CD",4,"MC",10,"CD4_MC_10","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",95.5343128399617,-4.32207992135114,16.7161612768391,-0.721960223830708,12.0611293837408
"CD",4,"MC",11,"CD4_MC_11","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",96.7981069355697,-5.3896287820898,16.7794503210889,-0.173797240765003,10.5065440366697
"CD",4,"MC",12,"CD4_MC_12","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",96.302427596799,-4.45258433776568,19.1737247097975,0.458193715448288,15.8062415028981
"CD",4,"MC",1,"CD4_MC_1","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",95.2738937086904,-4.67798752426767,16.2566304373424,0.593328184439158,10.6929847470555
"CD",4,"MC",2,"CD4_MC_2","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",99.3980049717763,-5.88548764084602,17.8110014403044,-0.808874641246117,14.6166749608566
"CD",4,"MC",3,"CD4_MC_3","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",95.0330248374374,-2.96789997011321,16.5084384881286,0.0929793764999726,10.353589732198
"CD",4,"MC",4,"CD4_MC_4","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",94.7852496423667,-3.74124820115376,15.2221410870812,-0.458211265925213,11.5802757318174
"CD",4,"MC",5,"CD4_MC_5","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",91.2598522803508,-4.69743867185387,16.1836696017194,1.37562464124993,10.0962334816599
"CD",4,"MC",6,"CD4_MC_6","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",100.533795402643,-5.39569023289786,17.6600016837391,0.240854279713882,13.8407900572545
"CD",4,"MC",7,"CD4_MC_7","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",81.0898063180592,-4.45494563137452,9.56615827203924,1.8906507626939,11.7854905887852
"CD",4,"MC",8,"CD4_MC_8","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",96.3513065149917,-4.34931973615623,16.7472066276917,-0.375324162246721,13.1198727624042
"CD",4,"MC",9,"CD4_MC_9","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",97.4356565161215,-4.45244019423681,18.4298446936265,-0.134073010779562,11.9301625651813
"CD",4,"MP",10,"CD4_MP_10","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.3587177771615,-88.5253698528102,-40.1612265822871,60.9440888114256,28.0932628363177
"CD",4,"MP",11,"CD4_MP_11","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-58.6855212243925,-89.979518267345,-38.7678277129666,62.1664473989542,29.2265824075774
"CD",4,"MP",12,"CD4_MP_12","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.9915099516048,-86.632204097241,-33.5943996156594,54.0656091346097,22.8317558245857
"CD",4,"MP",1,"CD4_MP_1","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-55.4952904738022,-85.8948992620445,-33.9650194820606,54.7517780122442,21.3888434839706
"CD",4,"MP",2,"CD4_MP_2","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-55.1388629056129,-89.2518160440127,-37.4167157532692,59.8508318864769,26.2732548158392
"CD",4,"MP",3,"CD4_MP_3","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-58.446690801719,-91.5019171202451,-38.3974919919109,61.7247797760316,28.4057861569355
"CD",4,"MP",4,"CD4_MP_4","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-56.2037825333171,-91.2403194926649,-38.5331536983103,62.6076161841853,29.0260856195827
"CD",4,"MP",5,"CD4_MP_5","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.1700004456938,-91.4506167837083,-37.4017699093046,61.5439722834147,27.6068449783894
"CD",4,"MP",6,"CD4_MP_6","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-56.027952024268,-87.4018297375325,-34.1548237082317,57.066978170559,23.3618882054617
"CD",4,"MP",7,"CD4_MP_7","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-56.1623821141293,-93.030839903161,-39.1441653405634,61.9413519892465,26.7604269514242
"CD",4,"MP",8,"CD4_MP_8","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-54.3805987693007,-87.7524862951189,-35.3420619143107,59.0636975700221,24.984041999253
"CD",4,"MP",9,"CD4_MP_9","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.8330634925678,-89.7941130617382,-36.9231834294187,60.224548230904,29.8989257151594
"CD",4,"OV",10,"CD4_OV_10","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-14.9855495707454,47.8994768032915,-62.0161197604552,-41.0297886070398,11.14926947446
"CD",4,"OV",11,"CD4_OV_11","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-13.3870679653364,44.0054388071766,-58.1071649560829,-37.2162529920059,10.0418380063061
"CD",4,"OV",12,"CD4_OV_12","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-11.9959436316382,45.3431407082062,-60.9808578949078,-37.7303429546747,12.6663024597316
"CD",4,"OV",1,"CD4_OV_1","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-17.5109231882724,46.4484931132112,-63.0258971754671,-39.8816753996341,10.7072160622045
"CD",4,"OV",2,"CD4_OV_2","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-14.0520089261126,45.9221108543912,-60.0331668505868,-39.3839327422342,10.1520699191581
"CD",4,"OV",3,"CD4_OV_3","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-7.98521632477023,43.074057597007,-57.340254495146,-37.3904068017414,11.0508164825897
"CD",4,"OV",4,"CD4_OV_4","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-10.6979298555076,39.7362303826343,-57.719547578627,-42.1194387595143,13.0565544707514
"CD",4,"OV",5,"CD4_OV_5","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-3.57565572521576,25.8886866775676,-34.3986324013156,-16.7309908242953,11.1808223423304
"CD",4,"OV",6,"CD4_OV_6","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-16.8683013547822,47.711885756302,-62.7764682019523,-38.4839745794674,9.54341495142611
"CD",4,"OV",7,"CD4_OV_7","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-17.0040300437814,46.288802460597,-58.2309923271131,-37.0921464523434,10.1965212200142
"CD",4,"OV",8,"CD4_OV_8","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-16.8811729802926,46.8903483176804,-56.810860528393,-36.3189591206657,10.5679785344533
"CD",4,"OV",9,"CD4_OV_9","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-13.4398738629057,46.4899790489255,-59.7461628642468,-39.1786473219836,11.9975247216879
"CD",4,"SF",10,"CD4_SF_10","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",50.7208301815297,14.1895570598858,-18.710881041465,-18.3497351313631,9.14024973556592
"CD",4,"SF",11,"CD4_SF_11","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",62.2452378389659,10.7788521948443,-12.5104745837541,-15.9659159335326,6.90305227435576
"CD",4,"SF",12,"CD4_SF_12","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",51.9524796320136,-8.07478225890761,-10.3127907580272,-4.98009855526172,16.105995128631
"CD",4,"SF",1,"CD4_SF_1","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",12.9798408358257,31.5319994894799,36.1171962349948,26.3033734516831,3.32361596030288
"CD",4,"SF",2,"CD4_SF_2","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",62.6039628625594,11.6935416730237,-12.2419964922504,-14.8717493010775,5.82621095228807
"CD",4,"SF",3,"CD4_SF_3","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",65.0697107948837,9.29055966646248,-11.3290480860837,-14.9675975973265,5.51659775187548
"CD",4,"SF",4,"CD4_SF_4","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",60.6503742628961,12.1229266772224,-14.7869015647231,-18.0479152812567,7.3320119433389
"CD",4,"SF",5,"CD4_SF_5","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",62.5868436879871,10.6852932579353,-10.4099154908885,-14.7616230145952,6.42310523871731
"CD",4,"SF",6,"CD4_SF_6","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",61.9665358991857,11.0217378073397,-11.8864134668319,-15.1594867067101,7.03925585550366
"CD",4,"SF",7,"CD4_SF_7","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",63.7871293760599,10.9131421281072,-11.4419760226101,-14.0803998704966,6.84813478770798
"CD",4,"SF",8,"CD4_SF_8","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",63.5706686811094,9.51651979927834,-11.1514276156935,-14.4425306739797,7.42448278904367
"CD",4,"SF",9,"CD4_SF_9","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",59.6962754235619,11.8803226444219,-14.768338263108,-16.027607800868,5.26361868226346
"CD",4,"SO",10,"CD4_SO_10","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-68.6323868070316,-89.8708200807906,-17.7105409621411,29.5176222728282,27.7207354989199
"CD",4,"SO",11,"CD4_SO_11","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-70.0360544583736,-87.7558009071124,-16.6190982596714,34.8922726912082,33.3679822086381
"CD",4,"SO",12,"CD4_SO_12","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-70.7968822806313,-99.8476002774677,-17.9942202892285,34.6185362308173,33.6564787207568
"CD",4,"SO",2,"CD4_SO_2","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-8.03003711886301,-71.0440768001146,-5.5113604875551,25.8896412198567,33.4570073586665
"CD",4,"SO",3,"CD4_SO_3","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-69.2365579728421,-95.2106217603271,-14.8511942598345,30.1131235639861,28.9261889746537
"CD",4,"SO",4,"CD4_SO_4","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-66.7420446964591,-86.8203739945944,-17.2870847641154,31.7318592570357,25.5399532648504
"CD",4,"SO",5,"CD4_SO_5","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-69.1862140718763,-93.7885260207201,-18.5681501297449,33.9090502569763,31.0404275484679
"CD",4,"SO",6,"CD4_SO_6","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-32.1250844650014,-58.316088646275,-5.77730519990051,13.6184978858938,25.6483505533695
"CD",4,"SO",7,"CD4_SO_7","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-68.1858747823456,-92.9051371043004,-16.4676912043553,33.1734566825504,31.0769014951857
"CD",4,"SO",8,"CD4_SO_8","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-67.4675336438261,-93.6190575007451,-16.9596106548682,30.4439606482828,30.7709955568822
"CD",4,"SO",9,"CD4_SO_9","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-70.080564137254,-88.683127692174,-14.2296576270051,30.3082951697584,30.3999253741103
"CD",4,"ST",10,"CD4_ST_10","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-86.9068584633422,-107.41432018208,65.9816590407327,-107.149550239115,-16.1550408132546
"CD",4,"ST",11,"CD4_ST_11","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-86.2959164471894,-108.109625264186,72.5313482770182,-116.051025649206,-16.9178585577852
"CD",4,"ST",12,"CD4_ST_12","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.453790822781,-112.83525747753,73.7091187393856,-118.976263403517,-17.8837397395929
"CD",4,"ST",1,"CD4_ST_1","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.6249844128707,-108.4262612919,72.2206676929046,-113.850047245185,-15.8640428553343
"CD",4,"ST",2,"CD4_ST_2","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-90.4091999003568,-112.94004566628,72.8433103452955,-118.686648952801,-16.3747374337061
"CD",4,"ST",3,"CD4_ST_3","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-75.4882289195763,-107.314217511252,71.185789491588,-111.27985589531,-15.6182332820175
"CD",4,"ST",4,"CD4_ST_4","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-88.392173152567,-112.246618986825,71.8306831808233,-116.230491746145,-17.7182862594016
"CD",4,"ST",5,"CD4_ST_5","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-90.5112716547289,-115.642657633798,77.114172781131,-124.112190291268,-18.5285426540301
"CD",4,"ST",6,"CD4_ST_6","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.0415119644583,-111.27588366584,72.5461260789969,-117.442471947089,-17.1295670407599
"CD",4,"ST",7,"CD4_ST_7","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.8269288622722,-114.629987680625,75.5839020951405,-121.815128715246,-16.8219472487141
"CD",4,"ST",8,"CD4_ST_8","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.2384454705074,-110.209719235941,70.5949746137045,-113.788088735279,-17.03918851719
"CD",4,"ST",9,"CD4_ST_9","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-87.8960784410041,-108.622602208992,67.9269172073048,-110.552966769457,-14.9974815794399
"CD",4,"TR",10,"CD4_TR_10","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",2.7727720420093,-19.7419953538113,-26.7706533201308,25.1587873828289,-71.6039213217436
"CD",4,"TR",11,"CD4_TR_11","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",2.9161655731858,-19.0989266067561,-26.0706877888129,25.8103762897255,-77.9998806926525
"CD",4,"TR",12,"CD4_TR_12","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",3.80104316988874,-20.1109395463137,-28.4459365817924,28.1029128473783,-79.6159576188568
"CD",4,"TR",1,"CD4_TR_1","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",11.4250093275544,-21.2317048043435,-20.9047910127319,21.5789416685441,-57.8380465528382
"CD",4,"TR",2,"CD4_TR_2","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",6.33468770863076,-20.1737402621966,-25.5009588622693,27.1909160000331,-78.0519776538004
"CD",4,"TR",3,"CD4_TR_3","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",-28.6445621388666,24.1754810562875,10.9480691978888,33.1420195323987,-42.4295125905513
"CD",4,"TR",4,"CD4_TR_4","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",6.30962338257523,-15.7581048072287,-30.6840336431576,24.6338882011136,-83.5362180006752
"CD",4,"TR",5,"CD4_TR_5","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",2.64068231175812,-19.3499989338325,-25.7230208489753,25.2440395002699,-72.8352022701129
"CD",4,"TR",6,"CD4_TR_6","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",8.30412051894205,-20.2566191208345,-22.1982134931169,24.4000057845564,-65.9328469312715
"CD",4,"TR",7,"CD4_TR_7","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",3.58687175769394,-14.9804892653917,-25.1611982833073,21.589786152271,-69.9460280730343
"CD",4,"TR",8,"CD4_TR_8","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",5.82304761137741,-18.5968381690747,-26.6336212855862,27.1550285857694,-79.1627277927208
"CD",4,"TR",9,"CD4_TR_9","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",4.77178061240551,-19.0941109978276,-29.9173230339772,24.74855688368,-78.1935148995767
"CD",4,"WM",10,"CD4_WM_10","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.1001114163517,48.9669642185491,-46.2343794611268,-25.5664708411808,1.49100020928522
"CD",4,"WM",11,"CD4_WM_11","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.9743154578337,46.8896450369354,-44.6300105540731,-23.7841444538251,-0.40565438958126
"CD",4,"WM",12,"CD4_WM_12","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-24.6137164721798,26.9509786378703,-36.1738606877639,-8.82767477517838,-2.3427210730403
"CD",4,"WM",1,"CD4_WM_1","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.0981363189399,50.1997191067277,-44.9737587636349,-26.3230535806867,0.506463260691043
"CD",4,"WM",2,"CD4_WM_2","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.714400272862,48.5627874104406,-45.3236711202113,-25.418633410251,0.915724924406453
"CD",4,"WM",3,"CD4_WM_3","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.2180678408342,49.08513777638,-45.0780466889099,-24.888703243046,-0.9123075770636
"CD",4,"WM",4,"CD4_WM_4","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.117561226983,48.527564564272,-41.1654276617114,-22.5228365645555,-0.185415571533577
"CD",4,"WM",5,"CD4_WM_5","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.7720965339721,51.2906853237006,-46.391369405655,-25.8773753408503,1.71502031791654
"CD",4,"WM",6,"CD4_WM_6","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.1520757333747,47.9022135586538,-46.778639271719,-26.4573387893963,3.06978671998555
"CD",4,"WM",7,"CD4_WM_7","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.9489731844874,47.5115173550697,-42.0384483477209,-24.0175999757771,3.55490806154156
"CD",4,"WM",8,"CD4_WM_8","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-39.070032138896,45.1547578366621,-40.07014177593,-22.4996381554688,1.5322501055857
"CD",4,"WM",9,"CD4_WM_9","CD4","Winnemucca Mountain",41.01334,-117.78088,"WM4",-41.2401657421762,47.1361227200721,-44.7173168787687,-23.9778631722422,-0.879623016935957
"CD",6,"AI",10,"CD6_AI_10","CD6","Arco Hills",43.62136,-113.22755,"AI6",51.0738256365522,-7.7804098588786,-9.42207328433151,10.110720465163,-33.0966259872585
"CD",6,"AI",11,"CD6_AI_11","CD6","Arco Hills",43.62136,-113.22755,"AI6",55.1636999390849,-5.99301942787957,-6.97262834741964,8.40234257073927,-39.1867986994503
"CD",6,"AI",1,"CD6_AI_1","CD6","Arco Hills",43.62136,-113.22755,"AI6",52.7141671814284,-5.95614303111456,-7.89171927641676,7.77700144189919,-36.0187974379847
"CD",6,"AI",2,"CD6_AI_2","CD6","Arco Hills",43.62136,-113.22755,"AI6",53.8615976059149,-5.49578420183303,-9.28290375317274,8.67943690880215,-37.8461427966833
"CD",6,"AI",3,"CD6_AI_3","CD6","Arco Hills",43.62136,-113.22755,"AI6",51.2108961344977,-8.5149039788283,-7.3533341521271,10.4899837904269,-35.8387170816101
"CD",6,"AI",4,"CD6_AI_4","CD6","Arco Hills",43.62136,-113.22755,"AI6",54.5963467998238,-8.15503765227416,-4.74041065478214,8.77679240629325,-34.3120507029423
"CD",6,"AI",5,"CD6_AI_5","CD6","Arco Hills",43.62136,-113.22755,"AI6",51.6323622574818,-6.64964014458888,-9.10105297882084,10.0470720746277,-42.8991274677885
"CD",6,"AI",6,"CD6_AI_6","CD6","Arco Hills",43.62136,-113.22755,"AI6",50.9371545611959,-7.01179260986707,-10.6304601812623,8.9906737987222,-40.6022244060704
"CD",6,"AI",7,"CD6_AI_7","CD6","Arco Hills",43.62136,-113.22755,"AI6",52.2292570631729,-8.48078905587482,-8.11397825876631,10.3853187614773,-39.8241413699867
"CD",6,"AI",8,"CD6_AI_8","CD6","Arco Hills",43.62136,-113.22755,"AI6",53.7954462323271,-6.7237129397443,-7.98549174855248,10.2439360056425,-40.2553732769213
"CD",6,"AI",9,"CD6_AI_9","CD6","Arco Hills",43.62136,-113.22755,"AI6",48.9869130727438,-6.92273725265259,-9.88952658344905,9.97752373870001,-38.3545970256235
"CD",6,"AO",1,"CD6_AO_1","CD6","Asotin",46.2621,-117.2985,"AO6",83.2961214694563,-4.71278378428083,11.9669401839024,-1.75220010419872,-11.1152326002409
"CD",6,"AO",2,"CD6_AO_2","CD6","Asotin",46.2621,-117.2985,"AO6",73.8541078918547,-7.68850383663243,8.38627598273521,2.59262275853946,-13.1601197633822
"CD",6,"AO",3,"CD6_AO_3","CD6","Asotin",46.2621,-117.2985,"AO6",84.897468874975,-3.60400221670685,10.8735552503918,-1.06484347073813,-11.713349402744
"CD",6,"AO",4,"CD6_AO_4","CD6","Asotin",46.2621,-117.2985,"AO6",84.699271835483,-4.65830097382225,13.4534142440071,-0.213208609251723,-8.48563853859664
"CD",6,"AO",5,"CD6_AO_5","CD6","Asotin",46.2621,-117.2985,"AO6",82.7730125774309,-4.68038848682241,11.241836407025,-1.08810895702258,-12.2182559960502
"CD",6,"AO",6,"CD6_AO_6","CD6","Asotin",46.2621,-117.2985,"AO6",81.8561968398556,-4.55975046827888,11.4629152788455,-1.19717394347433,-10.160731248097
"CD",6,"AO",7,"CD6_AO_7","CD6","Asotin",46.2621,-117.2985,"AO6",82.6492423172191,-5.57862264950182,12.9868958211453,0.474373788705549,-10.3572535863755
"CD",6,"AO",8,"CD6_AO_8","CD6","Asotin",46.2621,-117.2985,"AO6",82.5906757013513,-3.67494168456796,11.2923202680485,-1.49900074086883,-6.73451697139715
"CD",6,"AO",9,"CD6_AO_9","CD6","Asotin",46.2621,-117.2985,"AO6",82.4927246126927,-4.12054113447309,10.4684024469951,-0.405418483046801,-10.007578071925
"CD",6,"CP",10,"CD6_CP_10","CD6","Camel Pass",40.18523,-111.56686,"CP6",-65.3508479647165,-92.3147842861103,-22.1227686589517,36.6225013131575,31.130422436499
"CD",6,"CP",11,"CD6_CP_11","CD6","Camel Pass",40.18523,-111.56686,"CP6",-65.6595240311007,-91.8320973669999,-22.6748574090114,38.1018935847052,30.5720702147953
"CD",6,"CP",1,"CD6_CP_1","CD6","Camel Pass",40.18523,-111.56686,"CP6",-66.2971596467124,-94.6926947992253,-23.1752093638916,39.8276862865165,35.1122781840451
"CD",6,"CP",2,"CD6_CP_2","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.0639598063268,-97.7214407174132,-21.9558468961109,39.086783298146,32.3305564596591
"CD",6,"CP",3,"CD6_CP_3","CD6","Camel Pass",40.18523,-111.56686,"CP6",-68.8144859464762,-96.5537523879197,-21.8839129374553,38.858226011647,34.9393842749509
"CD",6,"CP",4,"CD6_CP_4","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.9729004698445,-98.2329566977142,-23.2127906346236,40.8303780234067,34.6721581070935
"CD",6,"CP",5,"CD6_CP_5","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.5626356397619,-94.732706990605,-21.6462308440422,36.963446501407,30.9544585857644
"CD",6,"CP",6,"CD6_CP_6","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.6632444115325,-99.8934949846417,-23.095794268375,41.1915738157632,36.9107508161181
"CD",6,"CP",7,"CD6_CP_7","CD6","Camel Pass",40.18523,-111.56686,"CP6",-68.3116659264821,-98.6399587786781,-23.9818650614548,42.8082501793183,35.7156337369244
"CD",6,"CP",9,"CD6_CP_9","CD6","Camel Pass",40.18523,-111.56686,"CP6",-67.283887642338,-95.0277218468874,-23.2950513353877,41.7007095833458,33.2233534191969
